"book","chapter","verse","part of speech","parsing code","text (including punctuation)","word (with punctuation stripped)","normalized word","lemma"
"57","01","22","V","1PAI-S","ἐλπίζω","ἐλπίζω","ἐλπίζω","ἐλπίζω"
"57","01","22","C","","γὰρ","γὰρ","γάρ","γάρ"
"57","01","22","C","","ὅτι","ὅτι","ὅτι","ὅτι"
"57","01","22","P","","διὰ","διὰ","διά","διά"
"57","01","22","RA","GPF","τῶν","τῶν","τῶν","ὁ"
"57","01","22","N","GPF","προσευχῶν","προσευχῶν","προσευχῶν","προσευχή"
"57","01","22","RP","GP","ὑμῶν","ὑμῶν","ὑμῶν","σύ"
"57","01","22","V","1FPI-S","χαρισθήσομαι","χαρισθήσομαι","χαρισθήσομαι","χαρίζομαι"
"57","01","22","RP","DP","ὑμῖν.","ὑμῖν","ὑμῖν","σύ"
"57","01","23","V","3PMI-S","⸀Ἀσπάζεταί","Ἀσπάζεταί","ἀσπάζεται","ἀσπάζομαι"
"57","01","23","RP","AS","σε","σε","σε","σύ"
"57","01","23","N","NSM","Ἐπαφρᾶς","Ἐπαφρᾶς","Ἐπαφρᾶς","Ἐπαφρᾶς"
"57","01","23","RA","NSM","ὁ","ὁ","ὁ","ὁ"
"57","01","23","N","NSM","συναιχμάλωτός","συναιχμάλωτός","συναιχμάλωτος","συναιχμάλωτος"
"57","01","23","RP","GS","μου","μου","μου","ἐγώ"
"57","01","23","P","","ἐν","ἐν","ἐν","ἐν"
"57","01","23","N","DSM","Χριστῷ","Χριστῷ","Χριστῷ","Χριστός"
"57","01","23","N","DSM","Ἰησοῦ,","Ἰησοῦ","Ἰησοῦ","Ἰησοῦς"
"57","01","24","N","NSM","Μᾶρκος,","Μᾶρκος","Μᾶρκος","Μᾶρκος"
"57","01","24","N","NSM","Ἀρίσταρχος,","Ἀρίσταρχος","Ἀρίσταρχος","Ἀρίσταρχος"
"57","01","24","N","NSM","Δημᾶς,","Δημᾶς","Δημᾶς","Δημᾶς"
"57","01","24","N","NSM","Λουκᾶς,","Λουκᾶς","Λουκᾶς","Λουκᾶς"
"57","01","24","RA","NPM","οἱ","οἱ","οἱ","ὁ"
"57","01","24","A","NPM","συνεργοί","συνεργοί","συνεργοί","συνεργός"
"57","01","24","RP","GS","μου.","μου","μου","ἐγώ"
"57","01","25","RA","NSF","Ἡ","Ἡ","ἡ","ὁ"
"57","01","25","N","NSF","χάρις","χάρις","χάρις","χάρις"
"57","01","25","RA","GSM","τοῦ","τοῦ","τοῦ","ὁ"
"57","01","25","N","GSM","⸀κυρίου","κυρίου","κυρίου","κύριος"
"57","01","25","N","GSM","Ἰησοῦ","Ἰησοῦ","Ἰησοῦ","Ἰησοῦς"
"57","01","25","N","GSM","Χριστοῦ","Χριστοῦ","Χριστοῦ","Χριστός"
"57","01","25","P","","μετὰ","μετὰ","μετά","μετά"
"57","01","25","RA","GSN","τοῦ","τοῦ","τοῦ","ὁ"
"57","01","25","N","GSN","πνεύματος","πνεύματος","πνεύματος","πνεῦμα"
"57","01","25","RP","GP","⸀ὑμῶν.","ὑμῶν","ὑμῶν","σύ"
